th_time,th
1996.23800015,778.82
1998.23800015,671.408
2000.23699999,660.292
2002.23699999,657.312
2004.23699999,765.356
2006.23600006,668.46
2008.27700019,673.076
2010.44200015,604.168
2012.44300008,403.836
2014.48300004,365.076
2016.48400021,360.292
2018.56700015,497.7
2020.64900017,238.28
2022.81599998,414.948
2024.85700011,316.024
2026.85600019,433.928
2028.898,318.32
2030.98000002,285.696
2033.0630002,291.96
2035.10500002,406.44
2037.18700004,686.508
2039.22900009,733.828
2041.26999998,600.792
2043.35300016,660.592
2045.352,637.268
2047.39300013,474.788
2049.51800013,751.972
2051.55900002,788.768
2053.55900002,634.916
2055.60000014,740.4
2057.59899998,681.204
2059.59899998,672.38
2061.72200012,467.444
2063.72300005,768.964
2065.84700012,521.244
2067.88900018,453.976
2069.88800001,528.944
2071.88800001,373.748
2073.88700008,347.828
2075.88700008,349.58
2077.92799997,272.096
2079.92799997,218.048
2081.9690001,198.688
2083.96800017,362.728
2086.00999999,222.484
2088.00900006,167.308
2090.13400006,111.696
2092.21600008,102.552
2094.21600008,114.752
2096.25700021,160.812
2098.25700021,213.008
2100.2980001,252.252
2102.29700017,151.776
2104.29700017,298.208
2106.33800006,245.152
2108.37900019,147.272
2110.421,120.04
2112.46200013,113.196
2114.50300002,121.492
2116.5860002,123.58
2118.62700009,79.264
2120.66799998,56.516
2122.70900011,91.232
2124.83400011,96.472
2126.83400011,74.916
2128.875,106.62
2130.87400007,162.324
2132.9150002,131.224
2134.99800014,166.172
2137.0400002,377.3
2139.08100009,288.884
2141.08000016,237.796
2143.16300011,443.052
2145.204,391.408
2147.32700014,459.856
2149.32800007,444.896
2151.37000012,341.132
2153.3690002,375.588
2155.3690002,714.112
2157.36800003,399.94
2159.36800003,494.548
2161.3670001,405.216
2163.3670001,407.788
2165.36600018,362.752
2167.40799999,689.9
2169.44900012,389.58
2171.49000001,506.256
2173.53100014,419.54
2175.57200003,745.708
2177.65499997,330.3
2179.65499997,366.076
2181.65400004,362.908
2183.65400004,428.34
2185.65300012,713.304
2187.65300012,382.576
2189.65200019,336.436
2191.65200019,333.976
2193.65200019,678.832
2195.69300008,302.128
2197.73400021,355.688
2199.7750001,300.168
2201.81599998,562.62
2203.81599998,543.4
2205.81500006,320.08
2207.85700011,397.76
2209.898,334.576
2211.93900013,315.488
2213.93900013,370.62
2216.02100015,415.076
2218.0630002,410.864
2220.10400009,415.864
2222.14300013,366.916
2224.14499998,403.044
2226.14400005,368.092
2228.18500018,405.68
2230.18500018,340.832
2232.22600007,309.496
2234.2670002,274.96
2236.30800009,314.356
2238.30800009,360.084
2240.30800009,280.724
2242.34899998,353.1
2244.3900001,321.22
2246.47300005,274.2
2248.47200012,721.104
2250.55500007,697.692
2252.59600019,333.0
2254.59600019,586.632
2256.63700008,569.504
2258.67799997,523.676
2260.76100016,619.372
2262.84200001,728.236
2264.84200001,684.54
2266.88499999,836.828
2268.96800017,753.164
2270.96700001,541.56
2272.96700001,506.032
2275.00800014,478.332
2277.04900002,672.184
2279.04900002,594.984
2281.0480001,690.56
2283.0480001,692.636
2285.04700017,573.74
2287.04700017,643.076
2289.046,516.284
2291.046,691.044
2293.08700013,601.672
2295.12800002,690.276
2297.12800002,584.756
2299.12700009,651.596
2301.16900015,539.736
2303.21000004,414.876
2305.20900011,278.008
2307.2750001,255.16
2309.31599998,358.436
2311.31599998,393.096
2313.31500006,347.48
2315.31500006,79.056
2317.31400013,53.66
2319.31400013,12.792
2321.3130002,13.392
2323.3130002,15.4
2325.31200004,29.516
2327.31200004,32.964
2329.31200004,23.804
2331.31100011,23.288
2333.31100011,25.544
2335.31000018,28.676
2337.31000018,26.9
2339.35100007,23.644
2341.35000014,20.652
2343.35000014,455.672
2345.35000014,710.744
2347.34899998,354.684
2349.34899998,271.932
2351.34800005,234.244
2353.34800005,41.036
2355.34700012,34.536
2357.38800001,229.016
2359.38800001,258.888
2361.38800001,286.528
2363.38700008,143.568
2365.38700008,128.34
2367.38600016,124.076
2369.38600016,270.472
2371.38499999,376.076
2373.38499999,290.472
2375.38400006,282.508
2377.38400006,194.572
2379.38300014,144.072
2381.38300014,169.56
2383.38300014,244.348
2385.38200021,297.624
2387.38200021,204.016
2389.38100004,185.876
2391.38100004,257.184
2393.38000011,201.748
2395.38000011,151.768
2397.37900019,117.032
2399.37900019,131.86
2401.37800002,253.2
2403.37800002,212.644
2405.37700009,209.892
2407.37700009,255.848
2409.37700009,253.68
2411.37600017,283.968
2413.37600017,273.824
2415.375,298.944
2417.375,300.852
2419.37400007,325.224
2421.41400003,297.176
2423.37300014,279.192
2425.41300011,268.8
2427.37199998,168.148
2429.37199998,209.456
2431.37199998,233.296
2433.41300011,265.008
2435.37100005,239.884
2437.41200018,224.244
2439.41000009,172.4
2441.40900016,261.016
2443.3690002,166.592
2445.36800003,180.992
2447.36800003,152.208
2449.3670001,268.804
2451.3670001,217.832
2453.3670001,227.756
2455.36600018,351.964
2457.40700006,204.528
2459.36500001,256.856
2461.36500001,212.192
2463.36400008,162.324
2465.36400008,138.8
2467.36300015,154.324
2469.40300012,117.468
2471.40200019,174.088
2473.40200019,178.656
2475.40100002,240.804
2477.44300008,214.236
2479.44200015,190.784
2481.44200015,120.112
2483.44099998,173.308
2485.44300008,179.944
2487.48400021,353.088
2489.48300004,428.224
2491.523,420.876
2493.52200007,355.98
2495.52200007,358.932
2497.523,362.472
2499.5630002,319.944
2501.56200004,380.772
2503.56200004,453.084
2505.56100011,378.376
2507.60400009,356.172
2509.60400009,323.896
2511.68700004,358.568
2513.72800016,437.108
2515.76900005,410.348
2517.852,353.712
2520.01800013,339.732
2522.1420002,376.428
2524.2670002,341.148
2526.2670002,390.852
2528.39100003,390.396
2530.51600003,358.228
2532.6400001,400.288
2534.72100019,333.248
2536.76400018,348.092
2538.88900018,287.544
2541.01300001,462.972
2543.13800001,518.852
2545.26200008,458.4
2547.26200008,297.224
2549.30299997,439.496
2551.42700005,314.66
2553.50999999,237.488
2555.63499999,227.076
2557.80100012,241.372
2559.88200021,165.936
2561.88200021,310.808
2563.92500019,250.804
2565.96600008,331.576
2568.00700021,380.172
2570.0480001,319.54
2572.08899999,238.672
2574.21399999,311.124
2576.25500011,320.104
2578.296,224.528
2580.37900019,201.444
2582.46200013,205.536
2584.5860002,249.344
2586.66900015,165.972
2588.66900015,188.948
2590.71000004,206.692
2592.96000004,223.164
2595.04200006,171.452
2597.08400011,206.736
2599.125,340.336
2601.20800018,285.116
2603.29100013,207.688
2605.37300014,373.256
2607.4150002,458.088
2609.45600009,523.212
2611.53900003,426.288
2613.62199998,481.312
2615.704,480.676
2617.78700018,497.068
2619.87000012,551.62
2621.91100001,591.36
2623.91100001,336.94
2625.91000009,424.964
2627.95200014,403.628
2629.95099998,455.536
2631.9920001,424.476
2634.03400016,438.428
2636.03299999,399.204
2638.07400012,488.804
2640.07400012,511.92
2642.11500001,428.224
2644.15600014,394.964
2646.23900008,347.824
2648.32200003,425.396
2650.3210001,380.98
2652.40400004,285.524
2654.4460001,387.88
2656.44500017,300.972
2658.52800012,215.64
2660.61100006,253.132
2662.69400001,196.224
2664.73500013,451.012
2666.77600002,204.572
2668.85900021,414.632
2670.9000001,308.824
2672.94099998,280.552
2675.02400017,422.348
2677.02400017,267.572
2679.148,309.092
2681.23100019,496.48
2683.27200007,318.008
2685.4380002,360.644
2687.4380002,311.444
2689.47900009,351.488
2691.47900009,383.296
2693.47800016,275.864
2695.47800016,349.864
2697.477,422.068
2699.51900005,172.252
2701.51800013,375.516
2703.55900002,184.584
2705.55900002,345.18
2707.55800009,385.56
2709.55800009,482.164
2711.55700016,566.168
2713.55700016,553.828
2715.55700016,384.864
2717.55599999,241.656
2719.55599999,325.4
2721.55500007,406.272
2723.59600019,350.184
2725.59600019,393.592
2727.63700008,325.5
2729.63700008,330.456
2731.67799997,267.912
2733.67700005,349.44
2735.67700005,311.124
2737.71800017,253.532
2739.71800017,273.044
2741.71700001,354.94
2743.71700001,282.204
2745.71600008,345.392
2747.71600008,325.308
2749.71500015,403.408
2751.71500015,348.972
2753.71399999,196.372
2755.71399999,218.364
2757.71399999,254.72
2759.71300006,315.296
2761.71300006,270.872
2763.71200013,268.512
2765.71200013,331.308
2767.7110002,487.52
2769.7110002,345.832
2771.71000004,372.436
2773.71000004,391.928
2775.70900011,311.752
2777.74900007,309.5
2779.70900011,237.184
2781.74800014,321.852
2783.74800014,399.432
2785.70700002,304.46
2787.74800014,194.088
2789.70600009,209.176
2791.74600005,190.384
2793.74500012,184.52
2795.74699998,191.58
2797.704,260.352
2799.74600005,243.408
2801.70300007,386.22
2803.70300007,308.348
2805.70300007,311.952
2807.70200014,325.656
2809.70200014,378.32
2811.70099998,330.124
2813.70099998,325.832
2815.70000005,411.476
2817.70000005,403.6
2819.69900012,318.32
2821.69900012,377.636
2823.69800019,323.816
2825.69800019,295.236
2827.69800019,347.624
2829.69700003,342.768
2831.69700003,343.52
2833.6960001,295.22
2835.6960001,344.836
2837.69500017,232.312
2839.69500017,438.008
2841.69400001,231.444
2843.69400001,304.652
2845.69300008,247.424
2847.73500013,288.196
2849.73400021,225.844
2851.73400021,246.04
2853.73300004,289.284
2855.73300004,166.02
2857.73200011,367.248
2859.73200011,352.064
2861.73100019,294.68
2863.73100019,262.864
2865.73100019,251.828
2867.73000002,268.904
2869.73000002,332.148
2871.72900009,291.32
2873.72900009,281.496
2875.72800016,322.4
2877.72800016,396.508
2879.727,238.004
2881.727,374.188
2883.72600007,368.768
2885.72600007,256.336
2887.72500014,298.064
2889.72500014,245.432
2891.72500014,343.004
2893.72399998,236.82
2895.72399998,333.908
2897.72300005,218.936
2899.76300001,245.808
2901.76200008,316.108
2903.76200008,270.348
2905.76100016,316.848
2907.76300001,257.176
2909.76200008,366.136
2911.76200008,448.66
2913.76100016,263.252
2915.76100016,388.36
2917.75999999,270.628
2919.75999999,381.336
2921.75900006,345.672
2923.75900006,438.864
2925.75800014,376.656
2927.75800014,450.5
2929.75800014,232.488
2931.75700021,309.544
2933.75700021,303.668
2935.75600004,252.132
2937.98300004,264.392
2940.02400017,300.764
2942.02400017,502.612
2944.023,396.872
2946.023,265.952
2948.02200007,365.22
2950.02200007,247.952
2952.02100015,311.208
2954.02100015,278.604
2956.02100015,291.016
2958.10300016,370.132
2960.10300016,415.74
2962.102,448.68
2964.14400005,258.34
2966.227,521.536
2968.26800013,447.324
2970.2670002,534.088
2972.2670002,409.616
2974.26600003,356.724
2976.26600003,205.672
2978.30700016,502.404
2980.34800005,371.204
2982.38900018,298.836
2984.38900018,394.92
2986.43000007,364.116
2988.51300001,348.2
2990.51300001,278.964
2992.51200008,228.52
2994.55299997,334.0
2996.55400014,222.868
2998.59500003,251.008
3000.63600016,340.02
3002.63600016,327.368
3004.67700005,386.608
3006.75999999,214.848
3008.80100012,194.64
3010.80100012,241.772
3012.80000019,312.716
3014.84100008,371.512
3016.84100008,220.828
3018.88200021,348.612
3020.88200021,338.196
3022.9230001,223.124
3024.92200017,193.416
3026.92200017,277.24
3028.96200013,306.784
3030.96300006,244.16
3032.96200013,294.388
3034.96200013,351.54
3036.9610002,254.228
3038.9610002,301.74
3040.96000004,224.732
3042.96000004,243.788
3044.96000004,364.084
3046.95900011,347.208
3048.95900011,354.392
3050.95800018,295.62
3052.95800018,337.004
3054.99900007,404.996
3057.12199998,351.228
3059.16300011,322.7
3061.20600009,302.824
3063.20500016,222.42
3065.20500016,363.224
3067.24600005,338.444
3069.28700018,241.928
3071.37000012,279.164
3073.41100001,243.628
3075.53600001,281.132
3077.6190002,354.636
3079.66000009,256.724
3081.78400016,410.664
3083.82599998,472.876
3085.82500005,465.604
3087.90799999,320.488
3089.90799999,183.26
3091.94900012,283.864
3093.99000001,586.06
3096.07300019,503.452
3098.11400008,379.296
3100.15499997,399.548
3102.15499997,483.144
3104.1960001,340.104
3106.23699999,324.208
3108.36199999,348.38
3110.40300012,371.328
3112.44200015,250.896
3114.48500013,399.588
3116.61000013,421.972
3118.73400021,372.412
3120.81700015,326.364
3122.94200015,383.16
3124.94099998,439.688
3126.94099998,292.812
3128.98200011,217.76
3131.023,383.88
3133.023,445.06
3135.10600019,311.828
3137.23000002,324.036
3139.27100015,358.02
3141.35400009,366.54
3143.43700004,344.76
3145.51999998,332.348
3147.56100011,239.724
3149.602,393.952
3151.6420002,374.312
3153.72600007,277.044
3155.72600007,237.188
3157.7670002,156.056
3159.7670002,236.668
3161.84899998,309.68
3163.97399998,246.144
3166.0150001,295.016
3168.05599999,260.588
3170.09800005,250.204
3172.18000007,221.964
3174.30500007,193.956
3176.42900014,254.216
3178.51200008,285.736
3180.59500003,325.092
3182.72000003,473.988
3184.80299997,289.092
3186.84200001,324.068
3188.92700005,277.484
3191.00900006,257.776
3193.13400006,279.428
3195.21700001,192.004
3197.30000019,247.488
3199.34100008,278.62
3201.46500015,272.932
3203.50700021,497.792
3205.50600004,438.568
3207.50600004,227.82
3209.50500011,166.456
3211.50500011,344.384
3213.50400019,273.82
3215.50400019,255.068
3217.50300002,264.896
3219.50300002,197.828
3221.50200009,280.608
3223.50200009,217.78
3225.50200009,242.928
3227.50100017,248.044
3229.50100017,251.276
3231.5,263.844
3233.5,227.808
3235.49900007,265.392
3237.49900007,222.324
3239.49800014,226.024
3241.49800014,181.392
3243.49699998,208.344
3245.49699998,180.912
3247.57800007,199.044
3249.53800011,185.856
3251.53700018,297.496
3253.53700018,194.264
3255.53600001,236.444
3257.53600001,333.364
3259.53500009,376.932
3261.53500009,150.6
3263.53500009,222.192
3265.53400016,320.312
3267.53400016,209.212
3269.53299999,148.168
3271.53299999,226.72
3273.53200006,276.128
3275.53200006,260.808
3277.53100014,168.412
3279.53100014,195.664
3281.52999997,290.22
3283.52999997,181.788
3285.52900004,167.436
3287.56900001,247.064
3289.52900004,426.072
3291.52800012,410.2
3293.52800012,349.032
3295.52700019,392.476
3297.52700019,365.244
3299.52600002,365.436
3301.52600002,254.132
3303.5250001,203.976
3305.5250001,460.628
3307.52400017,193.016
3309.52400017,420.04
3311.52400017,479.576
3313.523,469.888
3315.5630002,478.556
3317.56200004,311.524
3319.56200004,178.892
3321.56100011,201.976
3323.56200004,115.968
3325.56200004,212.228
3327.602,396.116
3329.60300016,338.356
3331.602,319.052
3333.602,307.552
3335.60100007,468.304
3337.60100007,336.492
3339.60000014,386.728
3341.60000014,287.968
3343.60000014,345.3
3345.59899998,373.724
3347.6400001,355.7
3349.6400001,278.152
3351.63900018,318.716
3353.63900018,209.596
3355.63800001,369.872
3357.63800001,259.116
3359.63800001,291.332
3361.63700008,352.444
3363.63700008,301.416
3365.63600016,324.208
3367.63600016,317.024
3369.63499999,176.572
3371.63499999,313.08
3373.63400006,312.028
3375.63400006,308.772
3377.63300014,355.832
3379.63300014,270.712
3381.63300014,330.524
3383.63200021,262.864
3385.63200021,186.2
3387.63100004,248.344
3389.63100004,315.66
3391.63000011,376.452
3393.63000011,160.464
3395.62900019,279.84
3397.62900019,317.06
3399.62800002,198.252
3401.62800002,231.172
3403.62700009,367.792
3405.62700009,275.908
3407.62700009,224.34
3409.62600017,187.392
3411.66600013,300.236
3413.6650002,306.932
3415.625,346.232
3417.66400003,223.444
3419.66400003,345.348
3421.62300014,351.416
3423.62300014,305.568
3425.62199998,246.564
3427.62199998,297.54
3429.62199998,226.776
3431.62100005,184.58
3433.62100005,263.472
3435.62000012,213.936
3437.62000012,226.204
3439.6190002,257.9
3441.6190002,232.832
3443.61800003,309.292
3445.61800003,406.108
3447.6170001,298.5
3449.6170001,237.088
3451.61600018,447.764
3453.65600014,417.848
3455.61600018,332.748
3457.61500001,342.152
3459.61500001,370.24
3461.61400008,363.168
3463.61400008,304.336
3465.61300015,240.052
3467.61300015,269.032
3469.61199999,320.692
3471.61199999,400.488
3473.61100006,280.072
3475.61100006,216.264
3477.61100006,318.068
3479.61000013,410.728
3481.61000013,417.96
3483.60900021,262.552
3485.60900021,347.396
3487.60800004,285.456
3489.60800004,397.988
3491.60700011,344.092
3493.60700011,257.372
3495.60600019,353.812
3497.648,482.804
3499.64700007,305.628
3501.64700007,331.3
3503.64600015,351.548
3505.64600015,230.088
3507.64499998,224.86
3509.64499998,218.128
3511.64400005,206.576
3513.64400005,233.968
3515.64400005,262.288
3517.68500018,217.288
3519.68400002,402.024
3521.68400002,296.544
3523.68300009,236.452
3525.72300005,227.26
3527.72200012,315.348
3529.72200012,219.948
3531.72200012,252.328
3533.72300005,223.332
3535.72200012,416.852
3537.76200008,313.528
3539.76100016,281.82
3541.76300001,368.676
3543.76200008,419.96
3545.76200008,332.004
3547.76100016,265.552
3549.76100016,214.724
3551.75999999,290.292
3553.80100012,317.392
3555.80100012,230.592
3557.80100012,301.696
3559.80000019,244.292
3561.80000019,292.908
3563.79900002,469.196
3565.79900002,380.356
3567.7980001,434.016
3569.7980001,259.112
3571.79700017,324.428
3573.79700017,342.436
3575.796,373.624
3577.796,320.152
3579.796,302.084
3581.83700013,217.58
3583.8360002,287.072
3585.8360002,334.788
3587.83500004,426.028
3589.83500004,418.532
3591.83400011,389.388
3593.83400011,412.248
3595.83400011,419.9
3597.83300018,289.5
3599.83300018,296.604
3601.83200002,355.404
3603.83200002,330.12
3605.83100009,391.396
3607.83100009,278.596
3609.83000016,189.644
3611.87199998,323.324
3613.87100005,253.016
3615.87100005,261.252
3617.87000012,224.688
3619.87000012,168.188
3621.8690002,360.088
3623.8690002,285.744
3625.86800003,229.56
3627.86800003,280.932
3629.8670001,281.884
3631.8670001,278.752
3633.86600018,307.944
3635.86600018,432.532
3637.86600018,329.624
3639.86500001,226.28
3641.86500001,197.576
3643.86400008,231.044
3645.86400008,176.22
3647.86300015,163.64
3649.86300015,435.54
3651.86199999,383.052
3653.86199999,296.656
3655.86100006,322.628
3657.86100006,257.176
3659.86100006,246.912
3661.86000013,379.628
3663.86000013,316.336
3665.85900021,366.68
3667.85900021,325.936
3669.85800004,239.336
3671.85800004,252.536
3673.89700007,281.436
3675.85700011,216.648
3677.85600019,344.212
3679.85600019,398.664
3681.85500002,260.108
3683.85500002,174.308
3685.85500002,456.264
3687.93700004,382.1
3689.89499998,222.412
3691.89499998,216.556
3693.93400002,228.968
3695.89400005,271.596
3697.93500018,262.172
3699.93500018,220.38
3701.97600007,182.944
3703.93400002,436.64
3705.97500014,370.292
3707.93300009,353.176
3709.93200016,400.5
3711.93200016,297.956
3713.93099999,277.552
3715.97300005,418.384
3717.97200012,259.548
3719.97200012,285.892
3721.97100019,326.144
3724.01300001,211.196
3725.97000003,358.432
3728.01200008,328.108
3730.01100016,429.856
3732.01100016,358.496
3734.00999999,469.964
3736.00999999,343.432
3738.00900006,303.388
3740.00900006,479.72
3742.00800014,260.628
3744.00800014,233.328
3746.00700021,312.212
3748.00700021,280.772
3750.00700021,334.92
3752.00600004,302.544
3754.00600004,312.072
3756.00500011,352.932
3758.00500011,358.264
3760.00400019,266.224
3762.00400019,372.172
3764.00300002,365.084
3766.00300002,351.232
3768.04200006,171.984
3770.04200006,191.148
3772.04200006,227.608
3774.08300018,181.188
3776.08200002,234.796
3778.08200002,336.744
3780.08100009,381.312
3782.08300018,208.36
3784.08200002,195.2
3786.08200002,142.54
3788.08100009,288.664
3790.08100009,425.804
3792.08000016,378.164
3794.08000016,356.436
3796.079,420.384
3798.079,317.212
3800.07800007,224.212
3802.07800007,219.984
3804.07800007,280.732
3806.07700014,365.8
3808.07700014,310.56
3810.07599998,265.212
3812.1170001,247.38
3814.1170001,189.428
3816.11600018,236.176
3818.11600018,314.184
3820.11600018,336.532
3822.11500001,277.768
3824.11500001,344.788
3826.11400008,406.664
3828.11400008,572.06
3830.11300015,419.56
3832.11300015,578.332
3834.11199999,485.292
3836.11199999,318.436
3838.11100006,234.46
3840.11100006,165.984
3842.11000013,248.552
3844.11000013,492.352
3846.11000013,475.664
3848.15100002,498.928
3850.1500001,261.612
3852.1500001,285.912
3854.14900017,231.156
3856.14900017,223.968
3858.148,218.016
3860.148,203.888
3862.148,171.484
3864.14700007,187.072
3866.14700007,147.276
3868.23000002,223.144
3870.22900009,366.904
3872.26900005,340.796
3874.22800016,326.352
3876.22800016,418.012
3878.227,368.036
3880.227,259.744
3882.22600007,371.6
3884.22600007,368.852
3886.22500014,265.212
3888.22500014,207.444
3890.22399998,182.656
3892.22399998,194.792
3894.22399998,176.944
3896.22300005,273.84
3898.22300005,222.592
3900.22200012,345.892
3902.22200012,198.496
3904.22100019,173.288
3906.22100019,257.12
3908.26200008,228.82
3910.26200008,169.396
3912.26100016,261.712
3914.26100016,218.772
3916.25999999,226.008
3918.30100012,233.172
3920.30100012,278.084
3922.30000019,198.84
3924.30000019,227.124
3926.30000019,212.468
3928.29900002,384.7
3930.29900002,228.732
3932.2980001,335.44
3934.33899999,250.424
3936.33899999,141.824
3938.33800006,396.404
3940.33800006,523.536
3942.37900019,335.956
3944.42000008,307.46
3946.46200013,445.516
3948.4610002,381.156
3950.4610002,480.124
3952.46000004,319.652
3954.46000004,399.648
3956.45900011,422.304
3958.45900011,332.688
3960.5,303.04
3962.54100013,368.636
3964.66600013,454.616
3966.70700002,334.396
3968.70700002,252.08
3970.78900003,178.852
3972.78900003,272.38
3974.78800011,257.128
3976.78800011,231.96
3978.78800011,235.984
3980.78700018,318.524
3982.78700018,273.524
3984.82800007,173.304
3986.8690002,171.176
3988.91000009,383.576
3991.03500009,406.06
3993.03400016,379.764
3995.07599998,407.664
3997.07500005,390.62
3999.07500005,346.788
4001.07400012,407.376
4003.07400012,344.832
4005.11500001,426.216
4007.11400008,317.62
4009.11400008,248.296
4011.11400008,342.152
4013.1960001,371.352
4015.23800015,291.736
4017.32000017,243.892
4019.32000017,247.016
